1DIM_GEO_CODE_M49,GEO_NAME_SHORT,DIM_TIME (Year),DIM_SEX,VALUE_NUMERIC (%),VALUE_NUMERIC_LOWER (%),VALUE_NUMERIC_UPPER (%)
624,Guinea-Bissau,2004,Total,15.15,13.51,16.96
624,Guinea-Bissau,2004,Female,14.09,12.53,15.82
624,Guinea-Bissau,2004,Male,16.16,14.38,18.14
226,Equatorial Guinea,2004,Total,13.80,12.03,15.89
226,Equatorial Guinea,2004,Female,12.95,11.20,15.00
226,Equatorial Guinea,2004,Male,14.61,12.65,16.96
300,Greece,2004,Total,0.49,0.47,0.51
300,Greece,2004,Female,0.45,0.43,0.47
300,Greece,2004,Male,0.52,0.50,0.54
308,Grenada,2004,Total,1.51,1.38,1.66
308,Grenada,2004,Female,1.41,1.27,1.56
308,Grenada,2004,Male,1.61,1.46,1.79
320,Guatemala,2004,Total,4.44,4.09,4.83
320,Guatemala,2004,Female,4.04,3.69,4.41
320,Guatemala,2004,Male,4.83,4.43,5.27
328,Guyana,2004,Total,4.23,3.73,4.80
328,Guyana,2004,Female,3.70,3.24,4.23
328,Guyana,2004,Male,4.74,4.16,5.39
340,Honduras,2004,Total,3.14,2.87,3.41
340,Honduras,2004,Female,2.80,2.55,3.07
340,Honduras,2004,Male,3.45,3.15,3.77
191,Croatia,2004,Total,0.70,0.68,0.73
191,Croatia,2004,Female,0.64,0.62,0.67
191,Croatia,2004,Male,0.76,0.73,0.79
332,Haiti,2004,Total,9.19,8.44,9.96
332,Haiti,2004,Female,8.45,7.73,9.21
332,Haiti,2004,Male,9.88,9.07,10.75
348,Hungary,2004,Total,0.79,0.77,0.82
348,Hungary,2004,Female,0.72,0.69,0.75
348,Hungary,2004,Male,0.86,0.83,0.89
360,Indonesia,2004,Total,4.96,4.68,5.26
360,Indonesia,2004,Female,4.58,4.29,4.89
360,Indonesia,2004,Male,5.32,4.99,5.66
356,India,2004,Total,7.77,7.45,8.11
356,India,2004,Female,8.16,7.82,8.53
356,India,2004,Male,7.39,7.09,7.73
372,Ireland,2004,Total,0.56,0.54,0.58
372,Ireland,2004,Female,0.51,0.48,0.53
372,Ireland,2004,Male,0.61,0.58,0.64
364,Iran (Islamic Republic of),2004,Total,2.81,2.52,3.14
364,Iran (Islamic Republic of),2004,Female,2.72,2.43,3.06
364,Iran (Islamic Republic of),2004,Male,2.90,2.59,3.25
368,Iraq,2004,Total,4.09,3.70,4.52
368,Iraq,2004,Female,3.75,3.37,4.15
368,Iraq,2004,Male,4.43,3.99,4.90
352,Iceland,2004,Total,0.32,0.28,0.36
352,Iceland,2004,Female,0.30,0.26,0.34
352,Iceland,2004,Male,0.35,0.30,0.39
376,Israel,2004,Total,0.58,0.57,0.60
376,Israel,2004,Female,0.54,0.53,0.56
376,Israel,2004,Male,0.62,0.60,0.64
380,Italy,2004,Total,0.46,0.45,0.47
380,Italy,2004,Female,0.43,0.42,0.44
380,Italy,2004,Male,0.50,0.49,0.51
388,Jamaica,2004,Total,1.92,1.58,2.35
388,Jamaica,2004,Female,1.64,1.34,2.01
388,Jamaica,2004,Male,2.19,1.80,2.69
400,Jordan,2004,Total,2.39,2.19,2.62
400,Jordan,2004,Female,2.16,1.96,2.37
400,Jordan,2004,Male,2.62,2.39,2.88
392,Japan,2004,Total,0.39,0.38,0.39
392,Japan,2004,Female,0.36,0.35,0.37
392,Japan,2004,Male,0.41,0.41,0.42
398,Kazakhstan,2004,Total,3.32,3.05,3.61
398,Kazakhstan,2004,Female,2.84,2.57,3.12
398,Kazakhstan,2004,Male,3.78,3.44,4.14
404,Kenya,2004,Total,8.08,7.44,8.77
404,Kenya,2004,Female,7.56,6.94,8.23
404,Kenya,2004,Male,8.57,7.88,9.34
417,Kyrgyzstan,2004,Total,4.10,3.86,4.30
417,Kyrgyzstan,2004,Female,3.64,3.37,3.88
417,Kyrgyzstan,2004,Male,4.53,4.23,4.80
116,Cambodia,2004,Total,7.08,6.35,7.87
116,Cambodia,2004,Female,6.42,5.74,7.16
116,Cambodia,2004,Male,7.72,6.90,8.58
296,Kiribati,2004,Total,6.43,5.59,7.41
296,Kiribati,2004,Female,5.89,5.08,6.82
296,Kiribati,2004,Male,6.95,6.02,8.03
659,Saint Kitts and Nevis,2004,Total,1.98,1.74,2.24
659,Saint Kitts and Nevis,2004,Female,1.77,1.55,2.03
659,Saint Kitts and Nevis,2004,Male,2.17,1.90,2.48
410,Republic of Korea,2004,Total,0.60,0.59,0.61
410,Republic of Korea,2004,Female,0.56,0.54,0.57
410,Republic of Korea,2004,Male,0.64,0.62,0.65
414,Kuwait,2004,Total,1.20,1.16,1.23
414,Kuwait,2004,Female,1.10,1.06,1.14
414,Kuwait,2004,Male,1.28,1.24,1.33
418,Lao People's Democratic Republic,2004,Total,9.08,8.25,10.00
418,Lao People's Democratic Republic,2004,Female,8.30,7.52,9.18
418,Lao People's Democratic Republic,2004,Male,9.82,8.90,10.83
422,Lebanon,2004,Total,1.58,1.30,1.92
422,Lebanon,2004,Female,1.49,1.22,1.82
422,Lebanon,2004,Male,1.65,1.36,2.02
430,Liberia,2004,Total,13.97,12.96,15.06
430,Liberia,2004,Female,13.04,12.06,14.11
430,Liberia,2004,Male,14.84,13.76,16.04
434,Libya,2004,Total,2.44,2.39,2.49
434,Libya,2004,Female,2.18,2.08,2.28
434,Libya,2004,Male,2.69,2.59,2.80
662,Saint Lucia,2004,Total,1.84,1.73,1.96
662,Saint Lucia,2004,Female,1.67,1.55,1.80
662,Saint Lucia,2004,Male,2.00,1.86,2.14
144,Sri Lanka,2004,Total,2.89,2.83,2.95
144,Sri Lanka,2004,Female,2.75,2.69,2.83
144,Sri Lanka,2004,Male,3.01,2.94,3.08
426,Lesotho,2004,Total,11.50,10.51,12.64
426,Lesotho,2004,Female,10.65,9.67,11.75
426,Lesotho,2004,Male,12.32,11.19,13.57
440,Lithuania,2004,Total,0.93,0.88,0.98
440,Lithuania,2004,Female,0.84,0.79,0.89
440,Lithuania,2004,Male,1.02,0.97,1.08
442,Luxembourg,2004,Total,0.35,0.32,0.39
442,Luxembourg,2004,Female,0.32,0.29,0.36
442,Luxembourg,2004,Male,0.39,0.35,0.43
428,Latvia,2004,Total,1.11,1.06,1.18
428,Latvia,2004,Female,1.02,0.96,1.08
428,Latvia,2004,Male,1.21,1.14,1.28
504,Morocco,2004,Total,4.37,3.96,4.89
504,Morocco,2004,Female,3.97,3.56,4.46
504,Morocco,2004,Male,4.75,4.28,5.34
492,Monaco,2004,Total,0.46,0.43,0.49
492,Monaco,2004,Female,0.41,0.38,0.43
492,Monaco,2004,Male,0.51,0.48,0.54
498,Republic of Moldova,2004,Total,2.12,1.76,2.70
498,Republic of Moldova,2004,Female,1.88,1.54,2.39
498,Republic of Moldova,2004,Male,2.36,1.95,3.00
450,Madagascar,2004,Total,8.83,8.18,9.52
450,Madagascar,2004,Female,8.20,7.57,8.88
450,Madagascar,2004,Male,9.44,8.72,10.21
462,Maldives,2004,Total,2.69,2.47,2.93
462,Maldives,2004,Female,2.42,2.20,2.67
462,Maldives,2004,Male,2.94,2.69,3.22
484,Mexico,2004,Total,2.38,2.21,2.55
484,Mexico,2004,Female,2.14,1.98,2.30
484,Mexico,2004,Male,2.61,2.42,2.81
584,Marshall Islands,2004,Total,4.14,3.56,4.84
584,Marshall Islands,2004,Female,3.71,3.14,4.35
584,Marshall Islands,2004,Male,4.56,3.89,5.34
807,North Macedonia,2004,Total,1.43,1.35,1.51
807,North Macedonia,2004,Female,1.32,1.24,1.40
807,North Macedonia,2004,Male,1.53,1.44,1.62
466,Mali,2004,Total,16.33,15.33,17.41
466,Mali,2004,Female,15.66,14.66,16.75
466,Mali,2004,Male,16.97,15.87,18.13
470,Malta,2004,Total,0.70,0.63,0.76
470,Malta,2004,Female,0.64,0.58,0.71
470,Malta,2004,Male,0.75,0.67,0.83
104,Myanmar,2004,Total,7.95,7.27,8.69
104,Myanmar,2004,Female,7.33,6.64,8.07
104,Myanmar,2004,Male,8.55,7.78,9.38
499,Montenegro,2004,Total,1.14,1.07,1.21
499,Montenegro,2004,Female,1.06,0.99,1.13
499,Montenegro,2004,Male,1.21,1.14,1.30
496,Mongolia,2004,Total,4.49,4.12,4.87
496,Mongolia,2004,Female,3.89,3.56,4.24
496,Mongolia,2004,Male,5.07,4.64,5.52
508,Mozambique,2004,Total,13.86,12.70,15.10
508,Mozambique,2004,Female,13.28,12.15,14.50
508,Mozambique,2004,Male,14.40,13.16,15.73
478,Mauritania,2004,Total,7.77,7.08,8.51
478,Mauritania,2004,Female,7.08,6.43,7.79
478,Mauritania,2004,Male,8.41,7.65,9.26
500,Montserrat,2004,Total,0.93,0.52,1.66
500,Montserrat,2004,Female,0.96,0.54,1.70
500,Montserrat,2004,Male,0.91,0.51,1.62
480,Mauritius,2004,Total,1.58,1.49,1.66
480,Mauritius,2004,Female,1.40,1.32,1.49
480,Mauritius,2004,Male,1.74,1.64,1.85
454,Malawi,2004,Total,11.97,11.17,12.79
454,Malawi,2004,Female,11.10,10.35,11.91
454,Malawi,2004,Male,12.79,11.91,13.71
458,Malaysia,2004,Total,0.83,0.82,0.85
458,Malaysia,2004,Female,0.75,0.72,0.79
458,Malaysia,2004,Male,0.91,0.87,0.94
516,Namibia,2004,Total,7.38,6.61,8.29
516,Namibia,2004,Female,6.85,6.10,7.72
516,Namibia,2004,Male,7.88,7.04,8.87
562,Niger,2004,Total,18.31,17.01,19.75
562,Niger,2004,Female,17.88,16.53,19.34
562,Niger,2004,Male,18.73,17.36,20.26
566,Nigeria,2004,Total,16.04,15.04,17.12
566,Nigeria,2004,Female,15.14,14.17,16.18
566,Nigeria,2004,Male,16.90,15.83,18.04
558,Nicaragua,2004,Total,3.18,2.82,3.52
558,Nicaragua,2004,Female,2.82,2.49,3.14
558,Nicaragua,2004,Male,3.52,3.12,3.92
570,Niue,2004,Total,3.55,2.41,5.28
570,Niue,2004,Female,3.19,2.15,4.77
570,Niue,2004,Male,3.90,2.64,5.81
528,Netherlands (Kingdom of the),2004,Total,0.55,0.54,0.56
528,Netherlands (Kingdom of the),2004,Female,0.49,0.48,0.51
528,Netherlands (Kingdom of the),2004,Male,0.61,0.59,0.63
578,Norway,2004,Total,0.42,0.40,0.44
578,Norway,2004,Female,0.38,0.36,0.40
578,Norway,2004,Male,0.47,0.44,0.49
524,Nepal,2004,Total,6.27,5.85,6.74
524,Nepal,2004,Female,6.00,5.56,6.47
524,Nepal,2004,Male,6.53,6.07,7.03
520,Nauru,2004,Total,3.88,3.30,4.54
520,Nauru,2004,Female,3.49,2.95,4.14
520,Nauru,2004,Male,4.26,3.60,5.00
554,New Zealand,2004,Total,0.67,0.65,0.70
554,New Zealand,2004,Female,0.60,0.58,0.63
554,New Zealand,2004,Male,0.74,0.71,0.77
512,Oman,2004,Total,1.32,1.19,1.46
512,Oman,2004,Female,1.19,1.06,1.34
512,Oman,2004,Male,1.44,1.29,1.60
586,Pakistan,2004,Total,9.85,9.41,10.29
586,Pakistan,2004,Female,9.36,8.92,9.83
586,Pakistan,2004,Male,10.30,9.81,10.79
591,Panama,2004,Total,2.35,1.91,2.88
591,Panama,2004,Female,2.10,1.69,2.59
591,Panama,2004,Male,2.59,2.10,3.18
604,Peru,2004,Total,2.82,2.65,3.00
604,Peru,2004,Female,2.56,2.39,2.73
604,Peru,2004,Male,3.08,2.88,3.28
608,Philippines,2004,Total,3.49,3.22,3.78
608,Philippines,2004,Female,3.14,2.88,3.42
608,Philippines,2004,Male,3.82,3.51,4.16
585,Palau,2004,Total,2.64,2.10,3.29
585,Palau,2004,Female,2.35,1.86,2.95
585,Palau,2004,Male,2.92,2.31,3.66
598,Papua New Guinea,2004,Total,6.63,5.88,7.51
598,Papua New Guinea,2004,Female,6.22,5.47,7.09
598,Papua New Guinea,2004,Male,7.01,6.19,7.98
616,Poland,2004,Total,0.78,0.77,0.80
616,Poland,2004,Female,0.71,0.69,0.72
616,Poland,2004,Male,0.85,0.83,0.88
408,Democratic People's Republic of Korea,2004,Total,3.50,2.74,4.48
408,Democratic People's Republic of Korea,2004,Female,3.15,2.45,4.06
408,Democratic People's Republic of Korea,2004,Male,3.83,2.99,4.92
620,Portugal,2004,Total,0.50,0.48,0.52
620,Portugal,2004,Female,0.45,0.44,0.47
620,Portugal,2004,Male,0.55,0.53,0.57
600,Paraguay,2004,Total,3.07,2.35,3.98
600,Paraguay,2004,Female,2.77,2.12,3.62
600,Paraguay,2004,Male,3.35,2.57,4.36
275,"occupied Palestinian territory, including east Jerusalem",2004,Total,2.69,2.47,2.94
275,"occupied Palestinian territory, including east Jerusalem",2004,Female,2.47,2.25,2.71
275,"occupied Palestinian territory, including east Jerusalem",2004,Male,2.90,2.65,3.18
634,Qatar,2004,Total,1.08,1.03,1.13
634,Qatar,2004,Female,0.99,0.94,1.05
634,Qatar,2004,Male,1.16,1.09,1.22
642,Romania,2004,Total,1.93,1.89,1.98
642,Romania,2004,Female,1.71,1.67,1.76
642,Romania,2004,Male,2.14,2.09,2.20
643,Russian Federation,2004,Total,1.50,1.47,1.53
643,Russian Federation,2004,Female,1.29,1.27,1.32
643,Russian Federation,2004,Male,1.69,1.66,1.73
646,Rwanda,2004,Total,11.83,11.03,12.71
646,Rwanda,2004,Female,11.24,10.45,12.12
646,Rwanda,2004,Male,12.40,11.53,13.35
682,Saudi Arabia,2004,Total,1.75,1.57,1.98
682,Saudi Arabia,2004,Female,1.68,1.50,1.92
682,Saudi Arabia,2004,Male,1.80,1.61,2.05
729,Sudan,2004,Total,9.12,8.28,10.00
729,Sudan,2004,Female,8.43,7.64,9.27
729,Sudan,2004,Male,9.78,8.85,10.74
955,South-East Asia,2004,Total,7.12,6.90,7.37
955,South-East Asia,2004,Female,7.28,7.04,7.55
955,South-East Asia,2004,Male,6.97,6.74,7.21
686,Senegal,2004,Total,9.91,9.33,10.51
686,Senegal,2004,Female,9.29,8.73,9.89
686,Senegal,2004,Male,10.49,9.87,11.16
702,Singapore,2004,Total,0.30,0.28,0.33
702,Singapore,2004,Female,0.28,0.26,0.30
702,Singapore,2004,Male,0.33,0.31,0.35
90,Solomon Islands,2004,Total,2.95,2.61,3.35
90,Solomon Islands,2004,Female,2.71,2.37,3.10
90,Solomon Islands,2004,Male,3.19,2.80,3.63
694,Sierra Leone,2004,Total,20.28,18.99,21.70
694,Sierra Leone,2004,Female,19.41,18.14,20.79
694,Sierra Leone,2004,Male,21.10,19.72,22.60
222,El Salvador,2004,Total,2.64,2.33,2.99
222,El Salvador,2004,Female,2.39,2.09,2.73
222,El Salvador,2004,Male,2.89,2.54,3.29
674,San Marino,2004,Total,0.41,0.28,0.59
674,San Marino,2004,Female,0.38,0.26,0.54
674,San Marino,2004,Male,0.45,0.31,0.65
706,Somalia,2004,Total,17.29,13.61,23.15
706,Somalia,2004,Female,16.56,12.98,22.15
706,Somalia,2004,Male,17.96,14.10,24.06
688,Serbia,2004,Total,0.97,0.94,1.00
688,Serbia,2004,Female,0.85,0.82,0.88
688,Serbia,2004,Male,1.08,1.05,1.12
728,South Sudan,2004,Total,14.75,12.55,17.37
728,South Sudan,2004,Female,14.24,12.01,16.82
728,South Sudan,2004,Male,15.24,12.92,18.05
678,Sao Tome and Principe,2004,Total,6.07,5.29,6.99
678,Sao Tome and Principe,2004,Female,5.57,4.83,6.46
678,Sao Tome and Principe,2004,Male,6.54,5.68,7.54
740,Suriname,2004,Total,2.75,2.29,3.26
740,Suriname,2004,Female,2.41,1.99,2.88
740,Suriname,2004,Male,3.07,2.54,3.67
703,Slovakia,2004,Total,0.85,0.83,0.87
703,Slovakia,2004,Female,0.76,0.74,0.79
703,Slovakia,2004,Male,0.93,0.90,0.96
705,Slovenia,2004,Total,0.44,0.42,0.47
705,Slovenia,2004,Female,0.40,0.38,0.43
705,Slovenia,2004,Male,0.48,0.45,0.51
752,Sweden,2004,Total,0.37,0.36,0.39
752,Sweden,2004,Female,0.34,0.32,0.35
752,Sweden,2004,Male,0.41,0.39,0.43
748,Eswatini,2004,Total,11.89,10.67,13.22
748,Eswatini,2004,Female,11.22,10.05,12.53
748,Eswatini,2004,Male,12.53,11.21,13.97
690,Seychelles,2004,Total,1.39,1.26,1.54
690,Seychelles,2004,Female,1.29,1.15,1.44
690,Seychelles,2004,Male,1.49,1.34,1.66
760,Syrian Arab Republic,2004,Total,2.01,1.81,2.26
760,Syrian Arab Republic,2004,Female,1.80,1.61,2.04
760,Syrian Arab Republic,2004,Male,2.21,1.98,2.50
796,Turks and Caicos Islands,2004,Total,0.73,0.59,0.92
796,Turks and Caicos Islands,2004,Female,0.56,0.45,0.71
796,Turks and Caicos Islands,2004,Male,0.89,0.72,1.12
148,Chad,2004,Total,17.09,15.78,18.61
148,Chad,2004,Female,16.18,14.90,17.63
148,Chad,2004,Male,17.96,16.55,19.56
768,Togo,2004,Total,10.64,9.88,11.45
768,Togo,2004,Female,9.88,9.14,10.66
768,Togo,2004,Male,11.36,10.54,12.25
764,Thailand,2004,Total,1.80,1.58,2.00
764,Thailand,2004,Female,1.59,1.39,1.78
764,Thailand,2004,Male,2.00,1.75,2.23
762,Tajikistan,2004,Total,6.04,5.31,6.83
762,Tajikistan,2004,Female,5.38,4.69,6.11
762,Tajikistan,2004,Male,6.66,5.85,7.59
795,Turkmenistan,2004,Total,5.52,4.53,6.70
795,Turkmenistan,2004,Female,4.74,3.86,5.78
795,Turkmenistan,2004,Male,6.26,5.12,7.61
626,Timor-Leste,2004,Total,9.18,8.15,10.23
626,Timor-Leste,2004,Female,8.63,7.63,9.65
626,Timor-Leste,2004,Male,9.71,8.60,10.84
776,Tonga,2004,Total,1.51,1.30,1.77
776,Tonga,2004,Female,1.32,1.12,1.55
776,Tonga,2004,Male,1.70,1.45,1.99
780,Trinidad and Tobago,2004,Total,2.68,1.82,4.31
780,Trinidad and Tobago,2004,Female,2.43,1.65,3.92
780,Trinidad and Tobago,2004,Male,2.91,1.98,4.69
788,Tunisia,2004,Total,2.33,2.11,2.56
788,Tunisia,2004,Female,2.11,1.91,2.33
788,Tunisia,2004,Male,2.53,2.29,2.79
792,Türkiye,2004,Total,2.81,2.58,3.06
792,Türkiye,2004,Female,2.67,2.44,2.92
792,Türkiye,2004,Male,2.95,2.70,3.22
798,Tuvalu,2004,Total,3.87,3.46,4.33
798,Tuvalu,2004,Female,3.50,3.10,3.94
798,Tuvalu,2004,Male,4.23,3.76,4.75
834,United Republic of Tanzania,2004,Total,10.00,9.29,10.78
834,United Republic of Tanzania,2004,Female,9.52,8.81,10.31
834,United Republic of Tanzania,2004,Male,10.47,9.70,11.31
800,Uganda,2004,Total,11.52,10.79,12.29
800,Uganda,2004,Female,10.57,9.87,11.30
800,Uganda,2004,Male,12.43,11.61,13.28
804,Ukraine,2004,Total,1.51,1.44,1.59
804,Ukraine,2004,Female,1.35,1.25,1.45
804,Ukraine,2004,Male,1.67,1.56,1.78
858,Uruguay,2004,Total,1.52,1.48,1.56
858,Uruguay,2004,Female,1.35,1.30,1.39
858,Uruguay,2004,Male,1.68,1.64,1.74
840,United States of America,2004,Total,0.81,0.79,0.82
840,United States of America,2004,Female,0.72,0.71,0.73
840,United States of America,2004,Male,0.89,0.87,0.90
860,Uzbekistan,2004,Total,4.62,3.79,5.66
860,Uzbekistan,2004,Female,3.98,3.25,4.92
860,Uzbekistan,2004,Male,5.23,4.26,6.41
670,Saint Vincent and the Grenadines,2004,Total,2.17,2.00,2.35
670,Saint Vincent and the Grenadines,2004,Female,1.98,1.81,2.16
670,Saint Vincent and the Grenadines,2004,Male,2.34,2.15,2.56
862,Venezuela (Bolivarian Republic of),2004,Total,1.91,1.88,1.95
862,Venezuela (Bolivarian Republic of),2004,Female,1.70,1.66,1.74
862,Venezuela (Bolivarian Republic of),2004,Male,2.12,2.08,2.16
92,British Virgin Islands,2004,Total,1.55,1.16,2.05
92,British Virgin Islands,2004,Female,1.39,1.04,1.85
92,British Virgin Islands,2004,Male,1.69,1.27,2.25
704,Viet Nam,2004,Total,2.58,2.18,2.97
704,Viet Nam,2004,Female,2.11,1.78,2.44
704,Viet Nam,2004,Male,3.03,2.56,3.49
548,Vanuatu,2004,Total,2.82,2.36,3.37
548,Vanuatu,2004,Female,2.61,2.17,3.15
548,Vanuatu,2004,Male,3.03,2.52,3.64
958,Western Pacific,2004,Total,2.65,2.54,2.77
958,Western Pacific,2004,Female,2.45,2.33,2.57
958,Western Pacific,2004,Male,2.84,2.71,2.98
882,Samoa,2004,Total,1.94,1.71,2.20
882,Samoa,2004,Female,1.75,1.53,1.99
882,Samoa,2004,Male,2.12,1.87,2.41
887,Yemen,2004,Total,7.72,6.99,8.45
887,Yemen,2004,Female,7.31,6.61,8.03
887,Yemen,2004,Male,8.11,7.33,8.89
710,South Africa,2004,Total,7.78,7.41,8.16
710,South Africa,2004,Female,7.36,6.99,7.76
710,South Africa,2004,Male,8.17,7.76,8.59
894,Zambia,2004,Total,11.58,10.77,12.44
894,Zambia,2004,Female,10.74,9.95,11.57
894,Zambia,2004,Male,12.38,11.48,13.33
716,Zimbabwe,2004,Total,9.29,8.51,10.12
716,Zimbabwe,2004,Female,8.64,7.88,9.44
716,Zimbabwe,2004,Male,9.90,9.05,10.82
4,Afghanistan,2005,Total,10.86,10.07,11.70
4,Afghanistan,2005,Female,10.45,9.67,11.28
4,Afghanistan,2005,Male,11.24,10.41,12.14
953,Africa,2005,Total,12.26,11.99,12.57
953,Africa,2005,Female,11.48,11.22,11.78
953,Africa,2005,Male,13.00,12.71,13.34
24,Angola,2005,Total,16.62,13.92,19.80
24,Angola,2005,Female,15.54,12.99,18.52
24,Angola,2005,Male,17.65,14.73,21.07
660,Anguilla,2005,Total,0.76,0.50,1.14
660,Anguilla,2005,Female,0.74,0.49,1.12
660,Anguilla,2005,Male,0.77,0.51,1.16
8,Albania,2005,Total,2.00,1.92,2.08
8,Albania,2005,Female,1.73,1.64,1.81
8,Albania,2005,Male,2.26,2.16,2.36
954,Americas,2005,Total,2.08,2.03,2.13
954,Americas,2005,Female,1.87,1.82,1.92
954,Americas,2005,Male,2.28,2.23,2.34
20,Andorra,2005,Total,0.60,0.33,1.08
20,Andorra,2005,Female,0.51,0.28,0.93
20,Andorra,2005,Male,0.68,0.37,1.22
784,United Arab Emirates,2005,Total,0.98,0.96,1.01
784,United Arab Emirates,2005,Female,0.87,0.83,0.91
784,United Arab Emirates,2005,Male,1.09,1.05,1.14
32,Argentina,2005,Total,1.66,1.63,1.69
32,Argentina,2005,Female,1.48,1.45,1.51
32,Argentina,2005,Male,1.83,1.79,1.87
51,Armenia,2005,Total,2.39,2.11,2.64
51,Armenia,2005,Female,2.13,1.87,2.39
51,Armenia,2005,Male,2.63,2.30,2.93
28,Antigua and Barbuda,2005,Total,1.29,1.15,1.46
28,Antigua and Barbuda,2005,Female,1.17,1.03,1.33
28,Antigua and Barbuda,2005,Male,1.41,1.25,1.60
36,Australia,2005,Total,0.57,0.56,0.58
36,Australia,2005,Female,0.51,0.50,0.53
36,Australia,2005,Male,0.63,0.61,0.64
40,Austria,2005,Total,0.49,0.47,0.51
40,Austria,2005,Female,0.44,0.42,0.46
40,Austria,2005,Male,0.54,0.51,0.56
31,Azerbaijan,2005,Total,5.20,4.46,6.02
31,Azerbaijan,2005,Female,4.78,4.08,5.57
31,Azerbaijan,2005,Male,5.59,4.77,6.52
108,Burundi,2005,Total,12.47,11.16,14.05
108,Burundi,2005,Female,11.66,10.41,13.16
108,Burundi,2005,Male,13.26,11.83,14.92
56,Belgium,2005,Total,0.50,0.49,0.52
56,Belgium,2005,Female,0.45,0.43,0.46
56,Belgium,2005,Male,0.56,0.54,0.58
204,Benin,2005,Total,12.16,11.35,13.00
204,Benin,2005,Female,11.50,10.71,12.32
204,Benin,2005,Male,12.78,11.91,13.70
854,Burkina Faso,2005,Total,15.28,14.12,16.57
854,Burkina Faso,2005,Female,14.66,13.52,15.92
854,Burkina Faso,2005,Male,15.87,14.64,17.24
50,Bangladesh,2005,Total,6.45,6.24,6.67
50,Bangladesh,2005,Female,6.08,5.86,6.31
50,Bangladesh,2005,Male,6.81,6.57,7.06
100,Bulgaria,2005,Total,1.33,1.29,1.37
100,Bulgaria,2005,Female,1.19,1.15,1.23
100,Bulgaria,2005,Male,1.46,1.42,1.51
48,Bahrain,2005,Total,1.06,1.02,1.12
48,Bahrain,2005,Female,1.02,0.97,1.08
48,Bahrain,2005,Male,1.10,1.04,1.16
44,Bahamas,2005,Total,1.69,1.59,1.80
44,Bahamas,2005,Female,1.57,1.46,1.68
44,Bahamas,2005,Male,1.81,1.69,1.93
70,Bosnia and Herzegovina,2005,Total,0.89,0.86,0.92
70,Bosnia and Herzegovina,2005,Female,0.78,0.75,0.82
70,Bosnia and Herzegovina,2005,Male,0.99,0.95,1.03
112,Belarus,2005,Total,0.87,0.85,0.90
112,Belarus,2005,Female,0.75,0.72,0.77
112,Belarus,2005,Male,1.00,0.96,1.03
84,Belize,2005,Total,2.09,1.99,2.20
84,Belize,2005,Female,1.89,1.78,2.01
84,Belize,2005,Male,2.29,2.16,2.42
68,Bolivia (Plurinational State of),2005,Total,5.63,5.18,6.12
68,Bolivia (Plurinational State of),2005,Female,5.22,4.77,5.71
68,Bolivia (Plurinational State of),2005,Male,6.03,5.52,6.56
76,Brazil,2005,Total,2.48,2.32,2.65
76,Brazil,2005,Female,2.19,2.01,2.38
76,Brazil,2005,Male,2.76,2.55,2.98
52,Barbados,2005,Total,1.57,1.46,1.69
52,Barbados,2005,Female,1.46,1.34,1.59
52,Barbados,2005,Male,1.68,1.55,1.82
96,Brunei Darussalam,2005,Total,0.95,0.89,1.02
96,Brunei Darussalam,2005,Female,0.87,0.81,0.94
96,Brunei Darussalam,2005,Male,1.02,0.95,1.10
64,Bhutan,2005,Total,5.76,5.16,6.42
64,Bhutan,2005,Female,5.36,4.77,6.00
64,Bhutan,2005,Male,6.13,5.46,6.87
72,Botswana,2005,Total,7.13,5.20,9.30
72,Botswana,2005,Female,6.72,4.88,8.78
72,Botswana,2005,Male,7.52,5.47,9.82
140,Central African Republic,2005,Total,14.97,13.54,16.57
140,Central African Republic,2005,Female,14.20,12.81,15.77
140,Central African Republic,2005,Male,15.71,14.20,17.40
124,Canada,2005,Total,0.61,0.60,0.62
124,Canada,2005,Female,0.56,0.55,0.57
124,Canada,2005,Male,0.66,0.64,0.67
756,Switzerland,2005,Total,0.51,0.49,0.52
756,Switzerland,2005,Female,0.46,0.44,0.48
756,Switzerland,2005,Male,0.55,0.53,0.57
152,Chile,2005,Total,0.91,0.89,0.93
152,Chile,2005,Female,0.82,0.80,0.84
152,Chile,2005,Male,1.00,0.97,1.02
156,China,2005,Total,2.40,2.26,2.54
156,China,2005,Female,2.25,2.10,2.40
156,China,2005,Male,2.54,2.38,2.71
384,Côte d'Ivoire,2005,Total,12.57,11.59,13.65
384,Côte d'Ivoire,2005,Female,11.41,10.48,12.46
384,Côte d'Ivoire,2005,Male,13.67,12.56,14.89
120,Cameroon,2005,Total,12.79,11.77,13.90
120,Cameroon,2005,Female,11.92,10.93,12.99
120,Cameroon,2005,Male,13.61,12.51,14.84
180,Democratic Republic of the Congo,2005,Total,13.69,12.25,15.30
180,Democratic Republic of the Congo,2005,Female,12.72,11.34,14.24
180,Democratic Republic of the Congo,2005,Male,14.62,13.06,16.38
178,Congo,2005,Total,8.65,7.76,9.62
178,Congo,2005,Female,8.09,7.23,9.02
178,Congo,2005,Male,9.19,8.22,10.26
184,Cook Islands,2005,Total,1.40,1.20,1.65
184,Cook Islands,2005,Female,1.33,1.13,1.56
184,Cook Islands,2005,Male,1.47,1.25,1.73
170,Colombia,2005,Total,2.15,1.96,2.36
170,Colombia,2005,Female,1.91,1.73,2.11
